"","CLIENT_HASH_ID","CONTRACT_HASH_ID","TERM","CONTRACT_SUM","CURRENT_SUM","CURRENT_INTEREST_RATE","OPEN_DATE","PLAN_CLOSE_DATE","FACT_CLOSE_DATE","PRODUCT","CONTRACT_TYPE","CURRENT_PRINCIPAL_SUM","F1","GENDER","AGE"
"113871","7d767c8a5dbf127c759707380bb36362","982b7fedb5408138410ff748bdb35a8e","(null)","0",6600,"0","2013-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",19
"113944","7dabfbdd8d0e4521c343709a86180ffe","431b8d9c02df6610f30dd98f51769133","(null)","0",0,"0","2012-11-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",21
"113992","7db2acf331898a2d4af1677ba26f6e43","d0dba27bfe11c6fcb543392b7944d210","(null)","0",0,"0","2016-06-08 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","М",18
"113993","7db2acf331898a2d4af1677ba26f6e43","32e67c083dadfffba580c5ca2517e405","(null)","0",0,"0","2013-10-10 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","М",18
"114102","7dd9cb867e20b023607cfa123ffc26d6","73cfc959192c99befe12baea7197ae59","(null)","0",2100,"0","2014-09-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","М",19
"114153","7de6f5724279e2f3801dde579273aedd","d414066efe8e1b3df9b72cc67e1ffdd2","(null)","0",5600,"0","2014-09-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",19
"114199","7df6905582d12a1411536c0726d8e662","46306723ac5d99cd7edc7f15b4c72b9a","(null)","0",0,"0","2011-10-14 00:00:00","(null)","2015-11-23 00:00:00","Текущий счёт","D","(null)","b871449af47f30db11ef29b52e39819d","М",23
"114287","7e09c10eda0e30a1157a1cf267551ee9","bdab13e33a7ee8b00e0674bc021fc7a7","(null)","0",100,"0","2012-09-04 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",21
"114288","7e09c10eda0e30a1157a1cf267551ee9","5ace24e5796f59096679f87a50d49c96","(null)","(null)",100,"18","2014-11-19 00:00:00","(null)","(null)","Овердрафт","C","0","8215444bab327ec0f170d0ef7296c026","Ж",21
"114289","7e09c10eda0e30a1157a1cf267551ee9","f45d85ec58d451cd9c5f2898af50b2d3","(null)","0",0,"0","2012-11-24 00:00:00","(null)","2016-01-14 00:00:00","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",21
"114290","7e0c0d5ab07924fcecdf318617f176a4","e2f0d14e4e318f8bd727a89c09a47ffc","(null)","0",0,"0","2013-10-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","ea77621ec0b8418bfa7b81253ab7d321","М",22
"114333","7e1585ce13f5eaf3fe5dc33830d04631","17c425efdbae3132a784c85d6a138a04","(null)","0",0,"0","2011-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b628d7d2ba91a097a131c51788e8c4ea","Ж",22
"114342","7e18a94bab657ada7e3c575eae17b99a","de95acd1c48bdc0b76e01ff1ab54bc93","(null)","0",100,"0","2013-10-25 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","М",18
"114361","7e1c5d50519afa07197ef2f165b51d0e","d486c4027dc2c15cdb1c4ac853e8c83b","(null)","0",0,"0","2012-05-17 00:00:00","(null)","2012-11-20 00:00:00","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",24
"114362","7e1c5d50519afa07197ef2f165b51d0e","f0e19cde001dabc6ec3b5ee9fca8d28c","(null)","50000",0,"0","2012-05-17 00:00:00","(null)","2012-11-20 00:00:00","Кредитная карта","C","0","97fa64500457edb6fe17b0acdaf218b2","Ж",24
"114363","7e1c5d50519afa07197ef2f165b51d0e","bbc728dd3086d7f1af17a22cb603dad1","(null)","0",0,"0","2009-10-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",24
"114395","7e2159f9bcdb2fc8f91ab5c70e58661c","d99d6a706d387883866e48a52873f3d4","(null)","0",100,"0","2013-10-25 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","М",18
"114396","7e2159f9bcdb2fc8f91ab5c70e58661c","cb9912c842370fc8ebad7add719b34cf","(null)","0",0,"0","2013-11-07 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","М",18
"114533","7e344ec4a0048c9b6d1ef838534dc8c9","6db4302f49cba45cdfc3b1ab11ad2b07","(null)","0",0,"0","2016-09-02 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",22
"114534","7e344ec4a0048c9b6d1ef838534dc8c9","204633e594f55d223b4d87bf21bbc2fe","(null)","0",400,"0","2012-09-04 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",22
"114535","7e35ece4dfee16f599394c5121612d8c","777ed351d3fbeaaf359416cb21496516","(null)","0",0,"0","2010-09-18 00:00:00","(null)","2016-02-16 00:00:00","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",24
"114539","7e37bb00fd3072e28b1b5f23f7d531cc","0479a0a6006aacf367b106b4dcd427ab","(null)","0",0,"0","2014-12-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",22
"114540","7e37bb00fd3072e28b1b5f23f7d531cc","bfeb3de383beb5c4c3b09b7823f441ba","(null)","0",1000,"0","2014-11-27 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",22
"114629","7e4d5389f808f2d3c74d511afa44ec6a","3227e0c7adda93d968b1c88a80ed3e68","(null)","0",0,"0","2013-10-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",20
"114684","7e53580bc3be362ff1ebdbeb8da85d29","8515e85e6dd940087e895ce3c8ad9062","(null)","0",0,"0","2012-10-06 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","М",24
"114685","7e53580bc3be362ff1ebdbeb8da85d29","a5fb1ad6b43c4e3eb6bcbb5112bfb9c4","(null)","20000",0,"0","2012-10-18 00:00:00","(null)","2013-09-04 00:00:00","Кредитная карта","C","0","a1fffaa77ff30165958613b698dc8fd5","М",24
"114686","7e53580bc3be362ff1ebdbeb8da85d29","5d2eaff5d1f3cf63a51cabb914dabc47","(null)","0",0,"0","2012-10-10 00:00:00","(null)","2013-09-04 00:00:00","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","М",24
"114687","7e53580bc3be362ff1ebdbeb8da85d29","986f522e1de1e22fc7e85dde380e48ca","(null)","(null)",0,"18","2013-04-23 00:00:00","(null)","(null)","Овердрафт","C","0","a1fffaa77ff30165958613b698dc8fd5","М",24
"114853","7e763f87187e2a36ae3b193d11e7d373","f8e1990134f0195e0ffad2c91687447d","(null)","0",100,"0","2013-10-05 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",20
"114933","7e8bee88e0e39474daaaee52415a6a0f","01ab38b8360d67c1351845ee73485a29","(null)","0",0,"0","2014-11-05 00:00:00","(null)","(null)","Текущий счёт","D","(null)","94a7532568244c10541472dffb66f1f1","М",24
"114984","7e9968b7dd0b4a6010f00462712db548","0e27b084451531fa324a4ef3d72109b0","(null)","2800",2800,"0","2012-09-22 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",19
"115002","7e9d95e7b50fd9c0bc2de3db1e3b3efd","de85a501775aa4420776ab283de618e0","(null)","0",0,"0","2013-08-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",24
"115003","7e9d95e7b50fd9c0bc2de3db1e3b3efd","d198621aa34cd01d5573add8af84d2dc","(null)","3500",0,"0","2014-09-30 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",24
"115097","7eb292ed2732c4633492166e2da24fdb","e4d2ec2fc7d44d86e898c8cacccce837","(null)","0",100,"0","2014-09-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","6ede6f872f8d56aa83876b96bcde60d4","М",18
"115154","7ebca1ca2162253299276280a8e4638a","f785c35fd5997bd70fe6bb73107ab7f9","(null)","0",0,"0","2014-10-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","381b0b043094c8cf1fc0e5ecd17a4461","М",19
"115191","7ecb40bb9364455fb37f88bb09eacb4c","689201322958a9901531f439cfba1751","(null)","0",0,"0","2012-11-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",22
"115279","7eee6738e9549ca113d9b2b25bbca8c3","e9a82b76e7da3999dbbc205bd109e073","(null)","0",0,"0","2014-09-25 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",24
"115311","7ef69230d00ff493d84bebac066f35a0","fbd9f21b8d591bd2e36ab2ef1856dbb9","(null)","0",0,"0","2013-10-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b628d7d2ba91a097a131c51788e8c4ea","М",23
"115444","7f193b89e4185e1001e7cf1749a4327c","17eb5bec286b92057512e14a10f473f1","(null)","(null)",0,"18","2016-08-23 00:00:00","(null)","(null)","Овердрафт","C","0","385043f3881c79a5959ab4c3145f8aa8","Ж",21
"115445","7f193b89e4185e1001e7cf1749a4327c","d53b523a4fd26c60d37d66b8699ecaeb","(null)","0",0,"0","2012-09-04 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",21
"115520","7f26e0f49e5cafa883c1bace93d60789","fcf34c20f7e830e2140cf2f721c249e0","(null)","23000",0,"0","2011-10-18 00:00:00","(null)","2015-10-10 00:00:00","Текущий счёт","D","(null)","b628d7d2ba91a097a131c51788e8c4ea","Ж",22
"115624","7f37aaadb3e1819238560f43b5a9b803","b59ce7698369f5508a618e16b8a98b50","(null)","0",0,"0","2014-10-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",22
"115625","7f37aaadb3e1819238560f43b5a9b803","7c4068baa217bc5a210bd4f97cc088d0","(null)","3100",52000,"0","2013-01-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",22
"115645","7f4081a6a5526c470975e88fc956082e","faa8e31b969a0a7ff000af22d74b7042","(null)","(null)",0,"18","2011-10-03 00:00:00","(null)","(null)","Овердрафт","C","0","db96a8c8cf0715541dd5d9fd96529ac4","М",22
"115646","7f4081a6a5526c470975e88fc956082e","d0663460a0824852e1d710f51d7f580f","(null)","0",0,"0","2010-11-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","М",22
"115650","7f42f13436445b945bb2cd2359c08701","01cf3900056043aa16c5782bf24fb246","(null)","0",0,"0","2011-07-29 00:00:00","(null)","(null)","Текущий счёт","D","(null)","ea77621ec0b8418bfa7b81253ab7d321","Ж",20
"115651","7f42f13436445b945bb2cd2359c08701","094b8716e5c9d4ed56613b7ef7eee10f","(null)","0",400,"0","2014-09-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","ea77621ec0b8418bfa7b81253ab7d321","Ж",20
"115690","7f4f7ceb75302f1d25948b77f6f80600","570c7e1ed6acad2a2d42598fcd7b2239","3","5500",0,"6","2016-03-23 00:00:00","2016-09-21 00:00:00","2016-07-01 00:00:00","Срочный депозит","D","(null)","385043f3881c79a5959ab4c3145f8aa8","М",21
"115691","7f4f7ceb75302f1d25948b77f6f80600","c06733caabbd75012aa44eb99c12fc71","(null)","0",4900,"0","2013-08-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","М",21
"115692","7f4f7ceb75302f1d25948b77f6f80600","f0b4d740e0c442d6a07a166c27535ac7","(null)","(null)",5000,"18","2014-07-08 00:00:00","(null)","(null)","Овердрафт","C","0","385043f3881c79a5959ab4c3145f8aa8","М",21
"115693","7f4ff6783a8fa718593befa721c4273b","b4624e8ef67b758ff50616699c3c0e73","(null)","0",1800,"0","2014-10-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",20
"115701","7f5149c9cdd84e8ecd4c8258e2f6a860","ef9a9eb2190f0d33062879b2afdb488e","(null)","0",0,"0","2012-12-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",19
"115726","7f569aa87c0092a73393ede887de82d6","57c9792cd4f90522b292ac4a8dafe51e","(null)","0",0,"0","2013-10-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","5213e792098c90e356b18861f64570af","М",19
"115746","7f5e80345093e855edb598a0affd7783","b01411e01c161d1715ee1b151f7ecf79","(null)","0",0,"0","2013-12-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","1ca2d30ce0631cee23b98dfc2d24bdcf","Ж",22
"115841","7f8184f7928abda04d76d8709076d049","639de53665b3b5034eb6bca7725bee4f","(null)","0",0,"0","2014-09-05 00:00:00","(null)","(null)","Текущий счёт","D","(null)","6ede6f872f8d56aa83876b96bcde60d4","Ж",19
"115842","7f8184f7928abda04d76d8709076d049","ba226eea68fec48d06de1677778cb52f","(null)","(null)",0,"18","2015-02-10 00:00:00","(null)","(null)","Овердрафт","C","0","6ede6f872f8d56aa83876b96bcde60d4","Ж",19
"115881","7f8e24c7bcdbb7193db3230e0fc07853","b210c9368b805290974f6609399068e8","(null)","0",0,"0","2011-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","М",20
"115966","7fae17b46c94f1be1e79ef1a18d018ab","e0dc1bcf200ab4e92e4f7c89c8f4cd98","(null)","162000",111000,"0","2013-12-06 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",24
"116006","7fb19e48b4a46ceb12f1300442de70d1","6387755bb5cd8e44a717767190873775","(null)","0",0,"0","2012-09-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","Ж",22
"116007","7fb495c94b0a077b5437ba124ac1e8d9","2cceefe68fc7b09043690d0ab318c129","(null)","(null)",2400,"18","2016-03-31 00:00:00","(null)","(null)","Овердрафт","C","0","309e6b5acaa01d889ed303cf65a72dbe","М",18
"116008","7fb495c94b0a077b5437ba124ac1e8d9","dabdd22ad325ed711f233b5c3512cec4","(null)","0",2400,"0","2014-10-30 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",18
"116098","7fd186a6716c0658c4b061f4c6e4ff3e","239851b98f7729ef5e0e8951943218c8","(null)","0",0,"0","2013-10-02 00:00:00","(null)","(null)","Текущий счёт","D","(null)","14aa590a6630a7dd9a4233b8b8182100","Ж",20
"116099","7fd186a6716c0658c4b061f4c6e4ff3e","0ccb8f5fd1a309b61818ab4fc51bb46e","(null)","0",3700,"0","2016-06-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","14aa590a6630a7dd9a4233b8b8182100","Ж",20
"116261","7ffba381706d76ae52312e080bf10362","fcb437d130ecdad7687c196c6e6c83c9","(null)","(null)",100,"18","2015-02-03 00:00:00","(null)","(null)","Овердрафт","C","0","ea77621ec0b8418bfa7b81253ab7d321","Ж",19
"116262","7ffba381706d76ae52312e080bf10362","b038c62371d8ce026b01b4225d14cf6f","(null)","300",100,"0","2014-09-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","ea77621ec0b8418bfa7b81253ab7d321","Ж",19
"116388","802f2c6571aafac7ff59266edb87d4ff","4c08423e4b1015b5b6b13188d6cd78de","(null)","0",0,"0","2011-09-02 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",23
"116389","80308db781a3c78d534390c0ec7e6546","916a334ba2a6a753c2032ea113f83c6a","(null)","0",100,"0","2013-09-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",20
"116518","804880ebdad789b52be85eb2594d4ea0","362dcd333d447c98c16ea926802b54c1","(null)","0",0,"0","2012-10-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",20
"116532","8054e5d951a209b24193473be8a60745","5ad489564fdfd082a069cbd613ad9b2b","(null)","0",0,"0","2012-09-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","М",20
"116533","8054e5d951a209b24193473be8a60745","a7d79f7fad9bf4ab8de955b24cfbd4d6","(null)","(null)",0,"18","2013-11-07 00:00:00","(null)","(null)","Овердрафт","C","0","71e1e42d79887c04b571828357d5f37e","М",20
"116538","805a41918ff2ff8956c87b414ccbedc7","d991eff5caad0c216f2af33fe740513b","(null)","100",100,"0","2009-10-07 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",24
"116557","805bc7238b50dee4cbaf4f981555ce3f","7fa970444f03010162ae713c35b1b3f6","(null)","0",0,"0","2013-09-25 00:00:00","(null)","(null)","Текущий счёт","D","(null)","6ede6f872f8d56aa83876b96bcde60d4","М",19
"116581","8066a6834e844f7e680328120035c8ce","db8f542d88dfb5a61f23e44c37230140","12","43000",0,"9","2013-07-25 00:00:00","2015-07-28 00:00:00","2014-07-29 00:00:00","Срочный депозит","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",24
"116582","8066a6834e844f7e680328120035c8ce","219de6cf1a194c1fffdf3a361e5e7056","(null)","0",0,"0","2014-12-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",24
"116583","8066a6834e844f7e680328120035c8ce","32e2ea7ceb5d0a32df22b1b335dcbc08","(null)","0",0,"0","2013-07-25 00:00:00","(null)","2016-02-15 00:00:00","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",24
"116584","8066a6834e844f7e680328120035c8ce","6f93f9ae554923e4e58d2df8d4704e59","(null)","0",0,"0","2014-07-29 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",24
"116585","8066a6834e844f7e680328120035c8ce","9db325b3797568390c3b3d4653f36228","6","35000",0,"7","2014-07-29 00:00:00","2016-01-24 00:00:00","2016-01-22 00:00:00","Срочный депозит","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",24
"116682","8082d23d5a147348b414faacde5d2dec","7a926d3008e50018bdb89af58d7c2f14","(null)","0",100,"0","2015-11-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",18
"116683","8082d23d5a147348b414faacde5d2dec","446c526644e0bb6dc6c39dd3c5c41ac3","(null)","0",0,"0","2014-10-30 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",18
"116697","8087c1d75db1e94ac0cda2f2963fa08c","131a49806b374842124f64cb5e349f99","(null)","0",0,"0","2013-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",21
"116698","8087c1d75db1e94ac0cda2f2963fa08c","1fc299f75d9b04f4971116f8de57b9d5","(null)","(null)",0,"0","2014-03-18 00:00:00","(null)","2015-02-04 00:00:00","Овердрафт","C","0","3dfbcfdf96da35c17688cd96b5a94578","М",21
"116699","8087c1d75db1e94ac0cda2f2963fa08c","f8ac8fc16f8f47eeabf75ea9fddd5896","(null)","(null)",0,"18","2015-02-14 00:00:00","(null)","(null)","Овердрафт","C","0","3dfbcfdf96da35c17688cd96b5a94578","М",21
"116729","808de01ce2950579eb65403458994751","df210ff136ebd89e18c28b941771023c","(null)","0",0,"0","2014-10-01 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",23
"116740","80915880201aba978faa2cbc02969aa5","cc5ebdce0d5e082ef6677e030cf8d8bb","(null)","0",0,"0","2011-10-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",22
"116761","809b1108f31ffca954957d6be3782b73","15325f11504f3fea754becc87d3fefdf","(null)","0",3500,"0","2011-11-30 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",24
"116920","80d91237a5c6829d8aed5565ddafd502","bf2046fdfe677c31d0179723686e8fa6","(null)","0",100,"0","2013-09-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",21
"116959","80e3b7fd826ea824e33b748c81b5d568","e722cd74240d4c57feef40c53fe05b36","(null)","0",43000,"0","2013-10-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",21
"117032","80f380225592c4bf3b4c3e3fcc9105d5","5f689cac28d398cf3576313d738e85df","(null)","0",0,"0","2015-06-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",20
"117033","80f380225592c4bf3b4c3e3fcc9105d5","f2b3ecd18d7925adb4f54b55d5c80718","(null)","0",0,"0","2016-06-29 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",20
"117034","80f380225592c4bf3b4c3e3fcc9105d5","5fe9197f096e505e3f63be28968730cf","(null)","(null)",0,"18","2013-12-27 00:00:00","(null)","(null)","Овердрафт","C","0","0e521f30657448f205ecf7a46e4105c0","Ж",20
